payment_id,invoice_id,payment_date,amount,payment_source
PAY-0008481,INV-2024-008636,2024-12-04,10148.51,ACH
PAY-0000777,INV-2024-000789,2024-09-20,3467.43,Wire
PAY-0004434,INV-2025-004501,2025-03-06,17425.81,Check
PAY-0009517,INV-2025-009694,2025-10-07,4506.22,Check
PAY-0013405,INV-2024-013645,2024-05-24,16559.22,ACH
PAY-0007588,INV-2025-007723,2025-09-05,9595.19,Check
PAY-0017467,INV-2024-017781,2024-03-29,3417.86,Check
PAY-0004466,INV-2025-004533,2026-01-06,5595.91,Check
PAY-0003854,INV-2025-003906,2025-07-28,4541.26,Wire
PAY-0011643,INV-2025-011848,2025-07-04,4812.18,ACH
PAY-0003887,INV-2024-003942,2024-12-10,11389.76,Check
PAY-0017741,INV-2024-018057,2024-01-12,4112.14,ACH
PAY-0007319,INV-2024-007441,2024-07-05,2099.30,ACH
PAY-0014453,INV-2024-014717,2024-04-05,3847.32,Check
PAY-0009693,INV-2025-009873,2025-09-04,6884.39,ACH
PAY-0015706,INV-2025-015993,2026-01-02,405.21,ACH
PAY-0016658,INV-2025-016953,2025-12-29,13223.01,ACH
PAY-0007110,INV-2024-007227,2024-04-17,4387.25,ACH
PAY-0006394,INV-2025-006495,2025-08-04,2930.22,Check
PAY-0009102,INV-2025-009270,2025-09-17,6499.54,ACH
PAY-0019183,INV-2025-019524,2025-09-09,3234.73,ACH
PAY-0009638,INV-2024-009817,2025-01-17,10102.74,Card
PAY-0016517,INV-2025-016810,2025-08-01,1424.96,Wire
PAY-0010479,INV-2025-010669,2025-06-10,5006.86,ACH
PAY-0006766,INV-2025-006872,2025-02-10,3930.31,ACH
PAY-0019420,INV-2025-019765,2025-03-31,4310.09,ACH
PAY-0005355,INV-2024-005433,2024-10-25,2798.10,Check
PAY-0018694,INV-2024-019031,2024-10-23,2456.43,Check
PAY-0005841,INV-2024-005932,2024-03-01,4043.12,ACH
PAY-0005793,INV-2025-005877,2025-05-09,3411.50,ACH
PAY-0013270,INV-2025-013508,2025-09-18,16633.20,ACH
PAY-0015908,INV-2024-016198,2024-07-23,6017.57,ACH
PAY-0002224,INV-2025-002249,2025-08-15,5450.46,Wire
PAY-0006608,INV-2025-006711,2025-11-19,18182.43,ACH
PAY-0006814,INV-2024-006920,2024-05-01,3139.52,ACH
PAY-0002941,INV-2024-002979,2024-10-15,8211.94,Card
PAY-0011804,INV-2024-012013,2024-12-06,13730.25,Check
PAY-0009533,INV-2025-009710,2025-03-24,4367.26,ACH
PAY-0010846,INV-2025-011039,2025-10-03,6591.13,ACH
PAY-0001505,INV-2024-001523,2024-11-08,4509.10,Wire
PAY-0005869,INV-2025-005961,2026-02-09,22979.86,ACH
PAY-0006229,INV-2024-006329,2024-08-16,3541.80,Check
PAY-0010195,INV-2024-010380,2024-03-08,5660.93,ACH
PAY-0002535,INV-2024-002563,2024-12-11,7377.67,ACH
PAY-0015453,INV-2024-015735,2024-05-31,5843.51,ACH
PAY-0006147,INV-2025-006245,2025-05-21,2664.54,ACH
PAY-0002184,INV-2024-002209,2024-03-19,2617.79,Check
PAY-0001500,INV-2025-001518,2025-04-18,14510.39,ACH
PAY-0003149,INV-2025-003190,2025-02-28,4161.83,ACH
PAY-0017770,INV-2024-018086,2024-08-09,4115.68,Card
PAY-0002633,INV-2024-002665,2024-04-12,2402.22,Check
PAY-0002671,INV-2025-002703,2025-12-10,3513.90,Wire
PAY-0013911,INV-2025-014158,2025-12-26,4595.49,Card
PAY-0012620,INV-2024-012843,2024-11-22,1677.61,Check
PAY-0013743,INV-2024-013990,2024-04-05,3826.03,ACH
PAY-0018506,INV-2025-018840,2025-01-29,2397.39,ACH
PAY-0011157,INV-2025-011359,2025-07-08,3513.09,Card
PAY-0005073,INV-2025-005145,2026-02-06,6388.95,ACH
PAY-0012701,INV-2024-012927,2024-05-17,5346.00,Check
PAY-0018359,INV-2024-018690,2024-09-27,3625.91,ACH
PAY-0012081,INV-2024-012293,2024-02-09,12641.40,ACH
PAY-0013389,INV-2024-013628,2024-06-07,2138.70,Card
PAY-0012791,INV-2024-013022,2024-03-28,3009.78,ACH
PAY-0006783,INV-2024-006889,2024-09-02,17490.81,ACH
PAY-0014150,INV-2025-014406,2025-04-02,1560.08,Check
PAY-0001650,INV-2025-001672,2025-09-29,3267.40,Card
PAY-0013291,INV-2024-013529,2024-06-05,2631.27,Check
PAY-0002926,INV-2025-002964,2025-07-07,3897.50,Check
PAY-0010836,INV-2024-011029,2024-07-16,2590.85,ACH
PAY-0001958,INV-2024-001981,2024-10-18,3910.94,ACH
PAY-0002173,INV-2025-002198,2025-03-11,4353.19,Check
PAY-0004776,INV-2024-004848,2024-04-19,1538.92,Check
PAY-0001340,INV-2024-001358,2024-10-22,2484.43,ACH
PAY-0016949,INV-2024-017253,2024-09-20,3501.08,Card
PAY-0015655,INV-2025-015942,2025-12-12,3143.12,Card
PAY-0017757,INV-2025-018073,2025-07-16,2681.12,ACH
PAY-0018650,INV-2024-018986,2025-01-24,3868.29,ACH
PAY-0003995,INV-2025-004053,2025-05-29,7108.09,Check
PAY-0017679,INV-2025-017995,2025-07-03,2990.61,ACH
PAY-0016518,INV-2025-016811,2025-09-02,3655.82,ACH
PAY-0009006,INV-2024-009168,2024-12-02,5984.50,Card
PAY-0017695,INV-2025-018011,2025-10-03,13627.04,ACH
PAY-0009367,INV-2024-009543,2024-05-21,2919.55,ACH
PAY-0012093,INV-2025-012305,2026-01-23,16314.60,ACH
PAY-0005595,INV-2025-005676,2025-05-13,7691.22,ACH
PAY-0012986,INV-2024-013218,2024-11-22,2071.30,ACH
PAY-0013442,INV-2025-013682,2025-11-24,5058.02,ACH
PAY-0010526,INV-2024-010716,2024-08-23,6695.04,ACH
PAY-0012365,INV-2025-012584,2025-03-06,12085.98,ACH
PAY-0012391,INV-2024-012611,2024-09-27,9884.51,ACH
PAY-0005041,INV-2025-005113,2025-05-30,2992.46,Wire
PAY-0002299,INV-2024-002324,2024-02-09,5810.10,Card
PAY-0009151,INV-2024-009319,2024-11-28,543.14,ACH
PAY-0014288,INV-2024-014547,2024-04-26,4711.09,Card
PAY-0018883,INV-2025-019221,2025-08-08,7949.41,ACH
PAY-0001874,INV-2024-001897,2024-06-03,4242.40,ACH
PAY-0004712,INV-2024-004784,2024-09-26,2564.50,ACH
PAY-0003122,INV-2024-003163,2024-06-14,20442.87,Check
PAY-0014537,INV-2024-014803,2024-11-13,10967.65,Card
PAY-0000793,INV-2024-000805,2024-04-04,6591.51,ACH
PAY-0010806,INV-2024-010999,2024-03-11,19736.22,Check
PAY-0008046,INV-2025-008195,2025-01-14,2503.30,ACH
PAY-0019078,INV-2025-019418,2025-10-27,2476.42,ACH
PAY-0005867,INV-2025-005959,2025-06-17,15294.81,ACH
PAY-0011858,INV-2025-012068,2025-04-25,4836.05,ACH
PAY-0011107,INV-2024-011309,2024-09-06,1612.46,ACH
PAY-0016315,INV-2024-016605,2024-09-27,3765.63,Check
PAY-0002216,INV-2024-002241,2024-10-15,1407.16,Card
PAY-0012354,INV-2025-012573,2025-10-14,797.40,Card
PAY-0019561,INV-2025-019909,2026-01-13,5834.72,ACH
PAY-0010355,INV-2025-010543,2025-10-09,4032.32,ACH
PAY-0004784,INV-2024-004856,2024-12-27,3381.40,Check
PAY-0000752,INV-2024-000764,2024-10-01,4207.24,Card
PAY-0002450,INV-2024-002477,2024-07-22,3490.61,ACH
PAY-0017490,INV-2024-017804,2024-05-22,3703.67,ACH
PAY-0001084,INV-2024-001100,2024-03-01,14432.77,ACH
PAY-0005403,INV-2025-005481,2025-03-31,2040.57,Check
PAY-0010218,INV-2025-010403,2025-10-30,6540.11,ACH
PAY-0011598,INV-2025-011803,2025-10-17,3023.12,Card
PAY-0017364,INV-2025-017674,2025-10-24,3181.41,Wire
PAY-0002845,INV-2025-002880,2025-07-18,3710.05,Check
PAY-0017164,INV-2024-017471,2024-07-10,3326.02,ACH
PAY-0011127,INV-2024-011329,2024-06-07,5303.90,Check
PAY-0009970,INV-2024-010153,2025-01-10,8962.70,ACH
PAY-0013805,INV-2025-014052,2025-08-08,7764.51,Check
PAY-0004702,INV-2024-004774,2024-11-29,4037.07,ACH
PAY-0010763,INV-2024-010955,2024-08-28,4069.58,ACH
PAY-0000729,INV-2025-000741,2025-02-28,1495.30,ACH
PAY-0010480,INV-2025-010670,2025-08-29,1632.03,ACH
PAY-0003940,INV-2025-003996,2025-12-19,2349.54,ACH
PAY-0014051,INV-2025-014304,2025-12-08,5289.24,Check
PAY-0001045,INV-2024-001061,2025-01-15,14851.60,ACH
PAY-0009954,INV-2024-010137,2024-10-01,4934.06,Card
PAY-0005764,INV-2024-005848,2024-05-17,2638.16,ACH
PAY-0005640,INV-2025-005721,2025-10-23,15790.63,ACH
PAY-0018466,INV-2025-018800,2025-10-06,2961.25,Check
PAY-0002740,INV-2025-002773,2026-01-02,4141.43,ACH
PAY-0009093,INV-2024-009261,2024-05-17,6232.66,ACH
PAY-0004710,INV-2024-004782,2024-07-19,5859.46,ACH
PAY-0001705,INV-2025-001728,2025-07-14,4103.81,Card
PAY-0012526,INV-2024-012748,2024-11-01,2816.01,Check
PAY-0007783,INV-2025-007925,2025-12-24,2197.28,ACH
PAY-0000234,INV-2024-000239,2024-05-21,12103.47,Check
PAY-0004456,INV-2024-004523,2024-12-27,7279.59,ACH
PAY-0019320,INV-2025-019664,2025-12-26,9016.82,Check
PAY-0019519,INV-2024-019867,2024-10-16,5191.52,ACH
PAY-0014619,INV-2024-014885,2024-07-16,11274.13,Card
PAY-0014029,INV-2025-014282,2025-11-14,5447.29,Check
PAY-0015851,INV-2025-016141,2025-03-11,1787.90,Card
PAY-0009645,INV-2024-009824,2024-04-03,1237.56,ACH
PAY-0018142,INV-2024-018468,2024-04-09,4585.27,Check
PAY-0012213,INV-2024-012428,2024-07-03,2558.69,Check
PAY-0002537,INV-2025-002565,2025-02-04,2610.50,Wire
PAY-0006672,INV-2024-006775,2024-07-15,8907.61,ACH
PAY-0018615,INV-2024-018951,2024-07-09,5172.71,Check
PAY-0007084,INV-2025-007200,2025-07-25,3976.92,ACH
PAY-0003826,INV-2025-003878,2025-12-01,3702.94,ACH
PAY-0014711,INV-2025-014978,2025-05-20,2395.45,ACH
PAY-0005865,INV-2024-005957,2024-11-29,14718.78,ACH
PAY-0000192,INV-2025-000194,2025-05-30,7073.82,ACH
PAY-0004828,INV-2025-004900,2025-11-26,8601.45,ACH
PAY-0008654,INV-2024-008812,2024-04-26,6735.63,Check
PAY-0016194,INV-2024-016484,2024-06-07,3256.88,ACH
PAY-0002520,INV-2024-002548,2024-02-20,17865.88,Wire
PAY-0010427,INV-2025-010615,2025-05-01,4961.58,Card
PAY-0009160,INV-2025-009328,2025-09-16,1325.35,Check
PAY-0014926,INV-2025-015197,2025-10-31,15163.96,Wire
PAY-0016294,INV-2025-016584,2025-04-11,6699.82,ACH
PAY-0019299,INV-2024-019643,2024-02-23,19314.90,Check
PAY-0001755,INV-2025-001778,2025-09-12,787.11,ACH
PAY-0002407,INV-2024-002434,2024-08-28,9091.26,ACH
PAY-0016147,INV-2025-016437,2025-03-14,2440.08,Check
PAY-0005063,INV-2024-005135,2024-10-23,2606.79,Check
PAY-0015560,INV-2025-015846,2025-06-27,4844.62,Card
PAY-0008668,INV-2025-008826,2025-09-19,4565.17,Wire
PAY-0014923,INV-2025-015194,2025-03-21,12160.92,ACH
PAY-0002913,INV-2024-002951,2024-02-22,4606.83,ACH
PAY-0011887,INV-2025-012098,2026-01-07,9855.54,ACH
PAY-0016555,INV-2025-016849,2025-02-14,5188.57,Check
PAY-0004641,INV-2025-004712,2025-05-09,4763.72,Check
PAY-0006657,INV-2024-006760,2024-06-18,4728.40,Check
PAY-0003262,INV-2024-003304,2024-11-25,4492.84,ACH
PAY-0017977,INV-2024-018298,2024-12-18,7349.62,Wire
PAY-0008133,INV-2025-008282,2025-10-24,5201.55,ACH
PAY-0016237,INV-2024-016527,2024-12-06,4184.37,Card
PAY-0008083,INV-2025-008232,2025-06-18,4710.68,ACH
PAY-0001159,INV-2025-001176,2025-04-11,2417.22,Wire
PAY-0004832,INV-2025-004904,2025-07-11,10549.15,ACH
PAY-0016136,INV-2024-016426,2024-04-23,1215.80,Card
PAY-0008888,INV-2024-009049,2024-02-16,16531.00,ACH
PAY-0002919,INV-2024-002957,2024-09-19,3641.71,Check
PAY-0015955,INV-2024-016245,2024-06-26,14305.38,Check
PAY-0006734,INV-2024-006840,2024-07-05,2136.90,Card
PAY-0017385,INV-2024-017696,2024-03-08,9241.16,ACH
PAY-0013623,INV-2024-013867,2024-11-25,1308.27,ACH
PAY-0018849,INV-2024-019187,2024-11-29,6277.69,Check
PAY-0019275,INV-2024-019619,2024-05-13,2538.32,ACH
PAY-0002234,INV-2024-002259,2024-08-02,4811.25,Check
PAY-0009871,INV-2025-010054,2025-02-07,2145.02,Check
PAY-0015670,INV-2025-015957,2025-10-10,2794.46,Check
PAY-0012519,INV-2024-012741,2024-04-18,2391.07,ACH
PAY-0000884,INV-2025-000897,2025-10-10,3770.98,ACH
PAY-0011151,INV-2024-011353,2024-11-29,3589.73,Check
PAY-0000528,INV-2024-000540,2024-03-12,9289.36,ACH
PAY-0006037,INV-2025-006131,2025-08-29,15015.88,ACH
PAY-0010230,INV-2025-010415,2025-12-19,22016.81,ACH
PAY-0005444,INV-2025-005523,2026-01-23,6753.62,ACH
PAY-0000772,INV-2024-000784,2024-02-23,3476.72,ACH
PAY-0014959,INV-2024-015230,2024-08-30,2397.54,ACH
PAY-0009665,INV-2025-009844,2025-10-22,1635.90,ACH
PAY-0013251,INV-2025-013489,2025-06-25,100.00,Wire
PAY-0016291,INV-2025-016581,2025-01-17,6416.03,Card
PAY-0014802,INV-2024-015069,2024-05-10,2636.67,ACH
PAY-0014790,INV-2024-015057,2024-11-13,3067.20,ACH
PAY-0000762,INV-2024-000774,2024-04-29,2170.67,ACH
PAY-0018610,INV-2025-018946,2025-12-26,5022.35,Check
PAY-0001709,INV-2025-001732,2026-01-02,5549.58,ACH
PAY-0004709,INV-2024-004781,2024-06-25,4724.03,ACH
PAY-0000117,INV-2025-000118,2025-06-20,16014.03,ACH
PAY-0003447,INV-2024-003491,2024-12-04,1321.69,ACH
PAY-0010425,INV-2024-010613,2025-01-27,6489.47,ACH
PAY-0019076,INV-2025-019416,2025-07-30,4998.93,Check
PAY-0015386,INV-2025-015664,2025-01-29,2146.24,Check
PAY-0008475,INV-2024-008630,2024-02-14,2438.16,ACH
PAY-0013550,INV-2025-013794,2025-06-20,4112.76,ACH
PAY-0004721,INV-2025-004793,2025-09-10,2305.57,ACH
PAY-0005079,INV-2024-005151,2024-06-10,1877.72,Check
PAY-0013954,INV-2024-014206,2024-02-28,6289.43,ACH
PAY-0015016,INV-2025-015288,2025-07-22,11945.39,ACH
PAY-0007502,INV-2024-007635,2024-09-12,2633.54,Check
PAY-0005635,INV-2024-005716,2024-09-10,16448.12,ACH
PAY-0003606,INV-2024-003650,2024-06-07,3410.16,ACH
PAY-0018499,INV-2024-018833,2024-07-02,1944.76,Card
PAY-0012676,INV-2025-012899,2025-08-01,4529.65,ACH
PAY-0009444,INV-2025-009620,2026-01-02,11962.08,ACH
PAY-0007869,INV-2025-008017,2025-04-22,4624.72,Wire
PAY-0015826,INV-2024-016115,2024-08-20,5932.63,Check
PAY-0016355,INV-2025-016645,2025-02-12,1586.84,Card
PAY-0017347,INV-2025-017657,2025-10-01,5525.30,Check
PAY-0005811,INV-2025-005895,2025-06-06,5085.47,ACH
PAY-0007747,INV-2024-007889,2024-03-08,4556.93,Wire
PAY-0015390,INV-2025-015668,2025-07-09,2996.57,ACH
PAY-0001193,INV-2025-001210,2026-02-10,4697.54,Card
PAY-0014911,INV-2025-015182,2025-10-10,15604.04,Check
PAY-0011138,INV-2025-011340,2025-10-10,5457.23,Check
PAY-0014348,INV-2024-014611,2024-09-09,5141.97,Card
PAY-0000147,INV-2024-000148,2024-09-16,3258.86,Check
PAY-0002041,INV-2025-002065,2025-03-14,7095.16,ACH
PAY-0018716,INV-2024-019053,2024-06-28,2076.70,Check
PAY-0002454,INV-2025-002481,2025-04-11,3594.89,ACH
PAY-0001694,INV-2024-001717,2024-05-31,100.00,ACH
PAY-0004338,INV-2025-004401,2025-10-13,3481.26,ACH
PAY-0019226,INV-2025-019568,2025-06-17,5754.08,Wire
PAY-0004904,INV-2024-004976,2024-10-15,13875.86,Check
PAY-0005111,INV-2024-005184,2024-04-16,1755.44,ACH
PAY-0001735,INV-2025-001758,2025-06-20,1722.41,ACH
PAY-0016140,INV-2024-016430,2024-08-16,100.00,ACH
PAY-0018730,INV-2025-019067,2025-12-08,4706.41,ACH
PAY-0004155,INV-2025-004216,2025-08-21,15530.15,ACH
PAY-0015165,INV-2025-015437,2025-12-04,11947.33,ACH
PAY-0004074,INV-2025-004132,2025-10-10,13293.01,Check
PAY-0011273,INV-2024-011477,2024-04-29,4842.41,Wire
PAY-0002802,INV-2025-002837,2025-02-11,4925.76,ACH
PAY-0011346,INV-2024-011550,2024-02-16,3039.83,ACH
PAY-0005348,INV-2024-005426,2024-03-29,2740.12,Check
PAY-0012090,INV-2025-012302,2025-03-11,18316.91,ACH
PAY-0004262,INV-2024-004325,2024-02-15,5488.10,Check
PAY-0015931,INV-2024-016221,2024-01-22,4389.82,ACH
PAY-0011973,INV-2024-012185,2024-10-31,8461.31,ACH
PAY-0012838,INV-2025-013069,2025-11-14,6874.46,ACH
PAY-0019539,INV-2025-019887,2025-09-26,9850.67,Check
PAY-0012946,INV-2024-013177,2024-09-12,3501.51,ACH
PAY-0011645,INV-2025-011850,2025-11-18,4383.25,ACH
PAY-0015463,INV-2025-015745,2025-07-24,2331.80,Check
PAY-0015466,INV-2025-015748,2025-12-17,4292.95,ACH
PAY-0007501,INV-2024-007634,2024-07-08,2696.62,ACH
PAY-0014274,INV-2025-014532,2025-09-19,8258.11,ACH
PAY-0004711,INV-2024-004783,2024-08-21,4368.10,ACH
PAY-0015824,INV-2024-016113,2024-05-31,3081.67,Check
PAY-0017901,INV-2025-018220,2025-10-31,11965.97,Check
PAY-0015691,INV-2024-015978,2024-11-12,580.15,Card
PAY-0019630,INV-2025-019979,2025-07-04,3901.94,ACH
PAY-0007672,INV-2025-007811,2025-10-17,7327.13,Check
PAY-0015157,INV-2025-015429,2026-02-04,2474.38,Check
PAY-0002024,INV-2024-002048,2024-12-16,4815.05,ACH
PAY-0019441,INV-2025-019786,2025-04-17,4925.91,Card
PAY-0001101,INV-2024-001117,2024-11-01,3501.35,ACH
PAY-0009686,INV-2024-009866,2025-01-10,3658.51,Check
PAY-0001743,INV-2024-001766,2024-04-05,6086.84,Check
PAY-0019611,INV-2025-019959,2025-07-21,3599.02,ACH
PAY-0016593,INV-2024-016888,2024-04-02,6663.90,ACH
PAY-0012634,INV-2025-012857,2025-11-24,1900.33,Check
PAY-0008185,INV-2025-008335,2025-03-07,6421.13,Check
PAY-0013762,INV-2024-014009,2024-12-20,4235.83,Check
PAY-0016018,INV-2025-016308,2025-04-21,3781.78,ACH
PAY-0000606,INV-2025-000618,2026-01-09,7073.02,ACH
PAY-0010229,INV-2025-010414,2025-11-07,10416.41,ACH
PAY-0015705,INV-2025-015992,2025-12-05,2738.77,ACH
PAY-0003721,INV-2024-003771,2024-10-11,15911.78,ACH
PAY-0016879,INV-2025-017180,2025-11-05,4272.64,ACH
PAY-0009880,INV-2025-010063,2025-10-22,2745.20,Wire
PAY-0018018,INV-2025-018339,2025-09-12,7006.22,ACH
PAY-0007983,INV-2024-008131,2024-07-10,3177.22,Check
PAY-0001281,INV-2025-001299,2025-07-07,4435.41,ACH
PAY-0017838,INV-2024-018156,2024-08-30,3286.16,ACH
PAY-0017496,INV-2025-017810,2025-04-16,4429.13,ACH
PAY-0008271,INV-2024-008422,2025-01-09,3104.87,Check
PAY-0018702,INV-2025-019039,2025-06-06,1707.90,Card
PAY-0001565,INV-2025-001584,2025-10-10,5653.47,Check
PAY-0016529,INV-2024-016823,2024-05-16,3063.14,Card
PAY-0001548,INV-2025-001567,2025-12-15,5943.66,ACH
PAY-0007483,INV-2024-007613,2024-12-19,15887.38,Check
PAY-0013432,INV-2024-013672,2024-11-01,4830.85,ACH
PAY-0001561,INV-2025-001580,2025-04-25,4218.70,Check
PAY-0013274,INV-2024-013512,2024-12-06,8015.99,ACH
PAY-0006196,INV-2025-006296,2025-05-12,16938.59,ACH
PAY-0010385,INV-2024-010573,2024-11-27,8973.34,Check
PAY-0004813,INV-2025-004885,2025-04-25,2246.57,ACH
PAY-0006660,INV-2024-006763,2024-11-20,3633.63,ACH
PAY-0008264,INV-2024-008415,2024-07-17,838.22,Check
PAY-0017429,INV-2025-017742,2025-12-03,5104.15,ACH
PAY-0015226,INV-2025-015498,2025-12-02,4170.10,Card
PAY-0009083,INV-2025-009251,2025-10-03,2409.77,ACH
PAY-0006036,INV-2025-006130,2025-02-14,11770.33,Check
PAY-0012655,INV-2025-012878,2025-01-31,2523.89,ACH
PAY-0003618,INV-2024-003662,2025-01-02,10175.57,Check
PAY-0004111,INV-2024-004172,2024-03-29,10500.93,Check
PAY-0013767,INV-2025-014014,2025-06-05,1484.92,ACH
PAY-0007595,INV-2025-007730,2025-06-02,15193.15,Check
PAY-0006652,INV-2025-006755,2025-05-07,11971.44,ACH
PAY-0000535,INV-2024-000547,2024-12-09,5096.34,Check
PAY-0014983,INV-2024-015255,2024-04-08,1593.29,Check
PAY-0003619,INV-2025-003663,2025-05-23,12948.72,ACH
PAY-0013546,INV-2024-013790,2024-09-03,9309.89,ACH
PAY-0013273,INV-2024-013511,2024-06-28,10902.53,ACH
PAY-0008483,INV-2025-008638,2025-03-31,6398.17,ACH
PAY-0016696,INV-2024-016996,2024-09-13,2808.31,Check
PAY-0008405,INV-2024-008558,2024-04-23,8245.09,Check
PAY-0002188,INV-2024-002213,2024-08-02,1581.75,ACH
PAY-0017894,INV-2025-018213,2025-05-09,10484.61,ACH
PAY-0003358,INV-2024-003401,2024-09-20,4089.44,Card
PAY-0009373,INV-2024-009549,2024-10-28,2519.19,ACH
PAY-0006400,INV-2024-006501,2024-05-17,2396.22,ACH
PAY-0001703,INV-2025-001726,2025-05-15,3987.18,ACH
PAY-0006199,INV-2024-006299,2024-01-19,1426.90,ACH
PAY-0017345,INV-2024-017655,2024-09-13,5686.04,Wire
PAY-0004043,INV-2024-004101,2024-07-26,5924.68,Check
PAY-0005855,INV-2025-005946,2025-07-10,3233.17,ACH
PAY-0012486,INV-2024-012708,2024-06-24,2113.41,ACH
PAY-0010693,INV-2025-010883,2025-07-18,3477.99,ACH
PAY-0003258,INV-2024-003300,2024-06-14,3971.98,Check
PAY-0012849,INV-2024-013080,2024-10-08,3805.09,Check
PAY-0005852,INV-2025-005943,2025-03-11,619.82,Check
PAY-0012610,INV-2024-012833,2024-02-28,774.96,Check
PAY-0009067,INV-2024-009235,2024-06-19,3969.86,Check
PAY-0014673,INV-2025-014939,2026-02-03,13176.69,Check
PAY-0001258,INV-2024-001276,2024-12-06,2212.13,ACH
PAY-0008856,INV-2025-009017,2025-12-04,3528.91,ACH
PAY-0007752,INV-2024-007894,2024-10-18,10041.51,ACH
PAY-0003656,INV-2024-003705,2024-06-07,2052.05,Card
PAY-0007901,INV-2025-008049,2025-08-13,3536.59,ACH
PAY-0015617,INV-2025-015903,2025-11-03,3058.42,ACH
PAY-0005623,INV-2025-005704,2025-08-13,2599.75,Check
PAY-0007480,INV-2024-007610,2024-02-08,13309.61,Check
PAY-0017745,INV-2024-018061,2024-05-31,1659.37,Check
PAY-0009031,INV-2024-009193,2024-10-11,2245.23,ACH
PAY-0009705,INV-2024-009885,2024-09-17,3167.41,ACH
PAY-0000786,INV-2025-000798,2025-10-24,3273.15,Check
PAY-0019605,INV-2024-019953,2024-10-14,4661.39,Card
PAY-0003739,INV-2024-003790,2024-03-29,8328.45,ACH
PAY-0001048,INV-2025-001064,2025-11-24,20515.63,ACH
PAY-0009908,INV-2024-010091,2024-07-12,1587.62,ACH
PAY-0014363,INV-2025-014627,2025-07-16,269.22,ACH
PAY-0004834,INV-2024-004906,2024-03-01,5459.17,ACH
PAY-0010748,INV-2025-010938,2025-12-22,100.00,ACH
PAY-0014917,INV-2025-015188,2025-08-22,13054.36,ACH
PAY-0018590,INV-2025-018926,2025-09-29,3134.43,ACH
PAY-0012969,INV-2025-013201,2026-01-16,7335.57,ACH
PAY-0013409,INV-2025-013649,2025-05-27,9187.58,ACH
PAY-0001507,INV-2025-001525,2025-05-09,2798.09,Check
PAY-0017268,INV-2025-017576,2025-04-29,3626.77,Card
PAY-0004604,INV-2025-004672,2025-09-05,2460.39,Check
PAY-0007982,INV-2024-008130,2024-05-21,5131.07,Card
PAY-0012184,INV-2024-012398,2024-07-16,12868.61,Card
PAY-0010616,INV-2025-010806,2025-06-05,1560.41,Check
PAY-0016806,INV-2024-017107,2024-10-24,4614.95,ACH
PAY-0019051,INV-2025-019391,2025-05-21,8131.43,Wire
PAY-0009219,INV-2025-009391,2025-06-30,4592.88,ACH
PAY-0008019,INV-2024-008167,2025-01-20,4070.19,ACH
PAY-0012369,INV-2024-012588,2024-04-11,3876.45,Card
PAY-0001642,INV-2024-001664,2025-02-07,2746.64,ACH
PAY-0014864,INV-2025-015131,2025-10-28,9234.26,Check
PAY-0017700,INV-2024-018016,2024-09-16,23128.99,ACH
PAY-0017604,INV-2025-017919,2025-03-03,3816.62,ACH
PAY-0013693,INV-2024-013938,2025-01-20,1815.07,ACH
PAY-0017671,INV-2024-017987,2024-07-15,4357.71,ACH
PAY-0011125,INV-2024-011327,2024-03-08,6463.97,Check
PAY-0017726,INV-2024-018042,2024-06-03,3614.01,ACH
PAY-0003966,INV-2024-004024,2024-07-18,4093.49,Card
PAY-0009473,INV-2025-009649,2025-09-19,6894.22,ACH
PAY-0005044,INV-2025-005116,2026-01-09,11449.18,Check
PAY-0003024,INV-2024-003062,2024-10-18,5997.55,ACH
PAY-0016588,INV-2025-016883,2025-11-03,2623.89,ACH
PAY-0005490,INV-2025-005569,2025-07-25,2913.78,ACH
PAY-0013628,INV-2025-013872,2025-09-08,2726.46,Check
PAY-0010539,INV-2025-010729,2026-01-22,5652.52,ACH
PAY-0013696,INV-2025-013941,2025-08-01,5495.99,ACH
PAY-0001153,INV-2024-001170,2024-07-04,2379.34,Card
PAY-0006768,INV-2025-006874,2025-05-01,2100.09,ACH
PAY-0004229,INV-2025-004292,2025-07-23,5544.24,ACH
PAY-0013154,INV-2024-013391,2024-05-10,23065.96,Check
PAY-0016094,INV-2025-016384,2025-09-24,6183.31,Wire
PAY-0011111,INV-2024-011313,2025-01-10,2931.63,Card
PAY-0009014,INV-2025-009176,2025-11-24,5822.16,Wire
PAY-0009730,INV-2025-009910,2025-02-18,6500.43,ACH
PAY-0011895,INV-2024-012107,2024-09-06,4234.48,ACH
PAY-0019249,INV-2025-019592,2025-02-14,3048.43,Check
PAY-0014042,INV-2024-014295,2024-12-27,3190.72,Card
PAY-0011578,INV-2024-011783,2024-02-09,2808.80,ACH
PAY-0002638,INV-2024-002670,2024-12-06,4150.15,ACH
PAY-0010041,INV-2024-010224,2025-01-08,3729.52,Check
PAY-0012243,INV-2024-012459,2024-12-04,4519.50,ACH
PAY-0007980,INV-2024-008128,2024-02-09,4311.81,Check
PAY-0004770,INV-2025-004842,2025-10-07,1037.11,Check
PAY-0018653,INV-2025-018989,2025-04-30,3996.57,ACH
PAY-0008967,INV-2025-009129,2025-05-09,8000.85,Check
PAY-0017759,INV-2025-018075,2025-10-03,1203.71,ACH
PAY-0003515,INV-2025-003559,2025-08-29,6068.08,ACH
